location_type,stop_id,stop_lat,stop_lon,parent_station,stop_name,stop_code,stop_timezone,preferred,stop_url,wheelchair_boarding,stop_desc,zone_id
0,93192,43.839231,-79.08969999999998,,Glenanna Eastbound @ Fieldlight,93192,,2,,1,,
0,93810,43.936771,-78.711204,,Northglen Eastbound @ Kenneth Cole,93810,,2,,2,,
0,10,43.89754400000001,-78.93895,,Garden Northbound @ Bassett (South stop),10,,2,,1,,
0,100,43.87593224,-78.961715,,McQuay Northbound @ Dundas,100,,2,,1,,
0,1000,43.87268331,-78.855412,,Glen Northbound @ Medina,1000,,2,,1,,
0,1001,43.87529628,-78.856489,,Northbound @ 825 Glen,1001,,2,,1,,
0,1002,43.875507,-78.858799,,Malaga Westbound @ Oxford,1002,,2,,1,,
0,1003,43.874698,-78.862502,,Malaga Westbound @ Park,1003,,1,,1,,
0,101,43.878431,-78.96314599999998,,McQuay Northbound @ Moonstone,101,,2,,1,,
0,1014,43.87443,-78.863301,,Malaga Eastbound @ Park,1014,,2,,2,,
0,1015,43.875032,-78.86054799999998,,Malaga Eastbound @ Oxford (West side stop),1015,,2,,1,,
0,1016,43.875586,-78.857982,,Malaga Eastbound @ Oxford (East side stop),1016,,2,,1,,
0,1017,43.87507063000001,-78.85656,,Southbound @ 830 Glen,1017,,2,,1,,
0,1018,43.87281378,-78.855636,,Glen Southbound @ Medina,1018,,2,,1,,
0,1019,43.871258,-78.854967,,Glen Southbound @ Porter,1019,,2,,1,,
0,102,43.879593,-78.965224,,McQuay Northbound @ Kennett,102,,2,,1,,
0,1020,43.873007,-78.846475,,Wentworth Eastbound @ Ravine,1020,,2,,1,,
0,1023,43.872059,-78.841181,,Simcoe Southbound @ Ritson,1023,,2,,1,,
0,1024,43.870666,-78.8386,,Simcoe Southbound @ Wellington,1024,,2,,1,,
0,1025,43.86897900000001,-78.835431,,Simcoe Southbound @ Kawartha,1025,,2,,1,,
0,1027,43.863287,-78.82959099999998,,Westbound @ 60 Lakeview Park,1027,,2,,1,,
0,1029,43.861379,-78.836721,,Lakeview Park Westbound @ Ritson,1029,,2,,1,,
0,103,43.881326,-78.966408,,McQuay Northbound @ Balsdon,103,,2,,1,,
0,1030,43.86425,-78.83846,,Valley Westbound @ Ritson,1030,,2,,1,,
0,1031,43.864094,-78.84241,,Phillip Murray Southbound @ Fundy,1031,,2,,1,,
0,1032,43.86300700000001,-78.84441,,Phillip Murray Southbound @ Scugog,1032,,2,,1,,
0,1033,43.86144322995122,-78.84781779532226,,Cedar Northbound @ Phillip Murray,1033,,2,,1,,
0,104,43.8836627,-78.9673866,,McQuay Northbound @ Bonacord,104,,2,,1,,
0,105,43.8852378,-78.968363,,McQuay Northbound @ Guthrie,105,,2,,1,,
0,1052,43.867405,-78.899322,,Eastbound @ 1733 Victoria,1052,,1,,2,,
0,1053,43.8748675,-78.8787787,,Eastbound @ 555 Bloor,1053,,2,,1,,
0,1055,43.878406,-78.864296,,Eastbound @ 249 Bloor,1055,,2,,1,,
0,1056,43.879381,-78.860118,,Bloor Eastbound @ Oxford,1056,,2,,1,,
0,1057,43.880241,-78.856285,,Bloor Eastbound @ Simcoe,1057,,2,,1,,
0,1058,43.880885,-78.853414,,Bloor Eastbound @ Albert,1058,,2,,1,,
0,1059,43.8816337,-78.8499396,,Bloor Eastbound @ Merritt,1059,,2,,1,,
0,106,43.888336,-78.969264,,McQuay Northbound @ Renfield,106,,2,,1,,
0,1066,43.888433,-78.819826,,Eastbound @ 887 Bloor,1066,,2,,2,,
0,1067,43.889648,-78.813063,,Grandview Southbound @ Bloor (South side stop),1067,,2,,1,,
0,1068,43.88767,-78.810582,,Grandview Southbound @ Downview,1068,,2,,1,,
0,1069,43.88659650000001,-78.8095866,,Grandview Southbound @ Norman,1069,,2,,1,,
0,107,43.89000200000001,-78.97109399999998,,McQuay Northbound @ Jacob,107,,2,,1,,
0,1070,43.886499,-78.806985,,Grandview Eastbound @ Southdown,1070,,2,,1,,
0,1071,43.88752003,-78.80497908,,Townline Northbound @ Grandview,1071,,2,,1,,
0,108,43.889791,-78.97463999999998,,McQuay Westbound @ Muir,108,,2,,1,,
0,1080,43.888469,-78.820015,,Westbound @ 882 Bloor,1080,,2,,1,,
0,1083,43.885798,-78.83223599999998,,Bloor Westbound @ Farewell,1083,,2,,1,,
0,1084,43.885282,-78.83441,,Bloor Westbound @ Holland,1084,,2,,1,,
0,1088,43.881681,-78.85046,,Bloor Westbound @ Merritt,1088,,2,,1,,
0,1089,43.880638,-78.855267,,Bloor Westbound @ Simcoe,1089,,2,,1,,
0,1090,43.8794327,-78.86027799999998,,Bloor Westbound @ Oxford,1090,,2,,1,,
0,1091,43.878553,-78.864334,,Bloor Westbound @ Park,1091,,2,,1,,
0,1096,43.874477,-78.845479,,Simcoe Northbound @ Wentworth,1096,,2,,1,,
0,1097,43.876246,-78.848778,,Simcoe Northbound @ Frank,1097,,2,,1,,
0,11,43.898916,-78.939531,,Garden Northbound @ Rossland (Durham Region Headquarters),11,,2,,1,,
0,110,43.894933,-78.965943,,Country Lane Northbound @ Rossland,110,,2,,1,,
0,1101,43.878222,-78.807633,,Eastbound @ 1189 Colonel Sam,1101,,2,,1,,
0,1118,43.884732,-78.83069399999998,,Farewell Southbound @ Bloor,1118,,2,,1,,
0,1119,43.881319,-78.829233,,Farewell Southbound @ Raleigh,1119,,1,,1,,
0,1120,43.8799536,-78.8286811,,Farewell Southbound @ Wentworth,1120,,2,,1,,
0,1132,43.887357,-78.869767,,Park Northbound @ Quebec,1132,,2,,2,,
0,1133,43.90656,-78.81421,,King Westbound @ Townline,1133,,1,,1,,
0,1134,43.906087,-78.818826,,King Westbound @ Athabasca,1134,,2,,1,,
0,1135,43.905816,-78.821771,,King Westbound @ Kingsway College,1135,,2,,1,,
0,1136,43.90592800000001,-78.827635,,King Westbound @ Keewatin,1136,,2,,1,,
0,1137,43.90541000000001,-78.829896,,King Westbound @ Melrose,1137,,2,,1,,
0,1138,43.905084,-78.834293,,Harmony Northbound @ King,1138,,1,,1,,
0,1139,43.907681,-78.835475,,Harmony Northbound @ Regent,1139,,2,,1,,
0,114,43.896118,-78.966829,,Country Lane Northbound @ Wetherburn,114,,2,,1,,
0,1140,43.908962,-78.836021,,Harmony Northbound @ Eastbourne,1140,,2,,1,,
0,1141,43.91195900000001,-78.837306,,Harmony Northbound @ Adelaide,1141,,1,,2,,
0,1142,43.917231,-78.839598,,Northbound @ 443 Harmony,1142,,2,,1,,
0,1143,43.933475,-78.84678599999998,,Harmony Northbound @ Swiss,1143,,2,,1,,
0,1144,43.935668,-78.847728,,Harmony Northbound @ Grand Ridge,1144,,2,,1,,
0,1145,43.91292,-78.83798,,Harmony Southbound @ Adelaide,1145,,1,,1,,
0,1146,43.90900100000001,-78.836235,,Harmony Southbound @ Eastbourne,1146,,2,,1,,
0,1147,43.907603,-78.835614,,Harmony Southbound @ Regent,1147,,2,,1,,
0,1148,43.904711,-78.83438599999998,,Harmony Southbound @ King,1148,,1,,1,,
0,1149,43.90330500000001,-78.833634,,Harmony Southbound @ Palace,1149,,2,,1,,
0,115,43.898544,-78.969667,,Country Lane Northbound @ Gartshore,115,,2,,1,,
0,1150,43.901176,-78.83266999999998,,Harmony Southbound @ Hoskin,1150,,2,,1,,
0,1151,43.899357,-78.831854,,Southbound @ 188 Harmony,1151,,2,,2,,
0,1152,43.896955,-78.830782,,Harmony Southbound @ Florell,1152,,2,,1,,
0,1153,43.89775,-78.830938,,Harmony Northbound @ Old Harmony,1153,,2,,1,,
0,1154,43.899752,-78.831838,,Harmony Northbound @ Hoskin,1154,,2,,1,,
0,1155,43.90378813,-78.833706,,Harmony Northbound @ Palace,1155,,2,,2,,
0,1156,43.90424800000001,-78.835009,,King Westbound @ Harmony,1156,,1,,2,,
0,1157,43.90426723,-78.837534,,Bond Northbound @ Riverside,1157,,2,,1,,
0,1158,43.90453,-78.84238999999998,,Bond Westbound @ Claymore (East side stop),1158,,2,,1,,
0,1159,43.904135,-78.844005,,Bond Westbound @ Claymore (West side stop),1159,,1,,1,,
0,116,43.900852,-78.970374,,Country Lane Northbound @ Randolph,116,,2,,1,,
0,1160,43.90335675,-78.847111,,Bond Westbound @ Cadillac,1160,,2,,1,,
0,1161,43.902664,-78.84988199999998,,Bond Westbound @ Patricia,1161,,2,,1,,
0,1162,43.901254,-78.85265699999998,,Bond Westbound @ Oshawa Boulevard,1162,,2,,1,,
0,1163,43.900548,-78.855176,,Bond Westbound @ Ritson,1163,,1,,1,,
0,1164,43.899252,-78.86069,,Bond Westbound @ Mary,1164,,2,,1,,
0,1165,43.89857640000001,-78.8638232,,Bond Westbound @ Simcoe,1165,,1,,2,,
0,1166,43.8980427,-78.86599339999998,,Bond Westbound @ Centre,1166,,1,,1,,
0,1167,43.8971812,-78.8700233,,Bond Westbound @ Arena,1167,,2,,2,,
0,1169,43.896215,-78.87463099999998,,Bond Westbound @ Park,1169,,1,,1,,
0,117,43.9031059,-78.9716001,,Country Lane Northbound @ Twin Streams,117,,2,,1,,
0,1171,43.895268,-78.878156,,Bond Westbound @ Gibbons,1171,,2,,1,,
0,1172,43.89388328,-78.884232,,Bond Westbound @ Stevenson,1172,,1,,1,,
0,1173,43.892156,-78.888154,,King Westbound @ Waverly,1173,,2,,1,,
0,1174,43.89066900000001,-78.894721,,King Westbound @ Thornton,1174,,1,,1,,
0,1175,43.8910876,-78.8920772,,King Eastbound @ Thornton,1175,,1,,1,,
0,1176,43.891958,-78.88811099999998,,King Eastbound @ Waverly,1176,,2,,1,,
0,1177,43.89334800000001,-78.88199,,King Eastbound @ Stevenson,1177,,1,,1,,
0,1178,43.89406180000001,-78.8787275,,King Eastbound @ Gibbons,1178,,2,,1,,
0,118,43.907044,-78.973335,,Country Lane Northbound @ Medland,118,,2,,1,,
0,1181,43.895479,-78.872558,,King Eastbound @ Warren,1181,,1,,2,,
0,1183,43.896359,-78.868644,,King Eastbound @ Midtown,1183,,2,,2,,
0,1185,43.898339,-78.860061,,King Eastbound @ Mary,1185,,2,,2,,
0,1186,43.899141,-78.856595,,King Eastbound @ Drew,1186,,2,,2,,
0,1187,43.89992500000001,-78.853177,,King Eastbound @ Rowe,1187,,1,,1,,
0,1188,43.901002,-78.848573,,King Eastbound @ Central Park,1188,,2,,1,,
0,1189,43.901543,-78.846174,,King Eastbound @ Cadillac,1189,,2,,1,,
0,119,43.9105664,-78.9766051,,Country Lane Northbound @ Taunton,119,,2,,1,,
0,1190,43.902215,-78.843385,,King Eastbound @ Wilson,1190,,1,,2,,
0,1192,43.903023,-78.839804,,King Eastbound @ Farewell,1192,,2,,1,,
0,1193,43.90361,-78.837145,,King Eastbound @ Riverside,1193,,2,,1,,
0,1194,43.904153,-78.834637,,King Eastbound @ Harmony,1194,,2,,1,,
0,1195,43.905525,-78.828657,,King Eastbound @ Melrose,1195,,2,,1,,
0,1196,43.905856,-78.82687,,King Eastbound @ Keewatin,1196,,2,,1,,
0,1197,43.90560521,-78.823016,,King Eastbound @ Grandview,1197,,2,,1,,
0,1198,43.905817,-78.820278,,King Eastbound @ Rockcliffe,1198,,2,,1,,
0,1199,43.90612500000001,-78.816804,,King Eastbound @ Eastlawn,1199,,2,,1,,
0,12,43.901464,-78.940766,,Northbound @ 3093 Garden,12,,2,,1,,
0,1200,43.906406,-78.813775,,King Eastbound @ Townline,1200,,1,,1,,
0,1217,43.914105,-78.778936,,Courtice Southbound @ Moyse (Courtice Community Complex),1217,,2,,2,,
0,1218,43.911594,-78.779235,,Highway 2 Westbound @ Courtice,1218,,1,,1,,
0,1219,43.911048,-78.788115,,Highway 2 Westbound @ Trulls,1219,,1,,1,,
0,1220,43.909174,-78.79601,,Highway 2 Westbound @ Sandringham,1220,,2,,2,,
0,1221,43.908585,-78.797674,,Highway 2 Westbound @ Prestonvale,1221,,1,,1,,
0,1222,43.90764200000001,-78.803571,,Highway 2 Westbound @ Centerfield,1222,,1,,1,,
0,1223,43.907163,-78.807587,,Highway 2 Westbound @ Varcoe,1223,,2,,1,,
0,1224,43.906907,-78.808273,,Highway 2 Eastbound @ Darlington Boulevard,1224,,2,,1,,
0,1225,43.907393,-78.803827,,Highway 2 Eastbound @ Old Kingston,1225,,1,,1,,
0,1226,43.910864,-78.777544,,Courtice Southbound @ Highway 2,1226,,2,,2,,
0,1227,43.909137,-78.778369,,Sandringham Westbound @ Short,1227,,2,,1,,
0,1228,43.907937,-78.779807,,Avondale Southbound @ Stagemaster,1228,,2,,1,,
0,1229,43.90579242,-78.780964,,Avondale Southbound @ Brownstone,1229,,2,,1,,
0,1230,43.904046,-78.781861,,Avondale Southbound @ Farmington,1230,,2,,1,,
0,1231,43.903403,-78.784876,,Trulls Northbound @ Avondale,1231,,2,,1,,
0,1232,43.90456300000001,-78.785437,,Northbound @ 2501 Trulls,1232,,2,,1,,
0,1233,43.9059139,-78.78781669999998,,Sandringham Westbound @ Bushford,1233,,2,,1,,
0,1234,43.90300993000001,-78.790682,,Sandringham Westbound @ Yorkville,1234,,2,,1,,
0,1242,43.89762300000001,-78.863176,,King Eastbound @ Simcoe,1242,,1,,2,,
0,1244,43.908429,-78.797456,,Highway 2 Eastbound @ Prestonvale,1244,,1,,1,,
0,1245,43.910829,-78.787906,,Highway 2 Eastbound @ Trulls,1245,,1,,1,,
0,125,43.912852,-78.96736199999998,,Taunton Eastbound @ Cochrane,125,,2,,2,,
0,1252,43.896941,-78.821096,,Olive Westbound @ Viewmount,1252,,2,,1,,
0,1255,43.89598841,-78.82724399999998,,Olive Westbound @ Florell,1255,,2,,1,,
0,1257,43.89510700000001,-78.83126799999998,,Olive Westbound @ Elmridge,1257,,1,,1,,
0,1258,43.894441,-78.834343,,Olive Westbound @ Poplar,1258,,2,,1,,
0,1259,43.89386600000001,-78.836928,,Olive Westbound @ Baldwin,1259,,2,,1,,
0,1260,43.893383,-78.839031,,Olive Westbound @ Wilson,1260,,2,,1,,
0,1261,43.892828,-78.841487,,Olive Westbound @ Highland,1261,,2,,1,,
0,1262,43.892535,-78.842817,,Olive Westbound @ Lasalle,1262,,2,,1,,
0,1263,43.891779,-78.846057,,Olive Westbound @ Verdun,1263,,2,,1,,
0,1264,43.890989,-78.849481,,Olive Westbound @ Ritson,1264,,2,,2,,
0,1265,43.89046,-78.851768,,Olive Westbound @ Drew,1265,,2,,2,,
0,1266,43.889641,-78.855284,,Olive Westbound @ Court,1266,,2,,1,,
0,127,43.909537,-78.966002,,Cochrane Southbound @ Medland,127,,2,,1,,
0,1276,43.8881292,-78.87118169999998,,Gibb Westbound @ Montrave,1276,,2,,1,,
0,1277,43.887291,-78.874471,,Gibb Westbound @ Grenfell,1277,,2,,1,,
0,1278,43.88680200000001,-78.87697,,Westbound @ 450 Gibb,1278,,2,,1,,
0,1280,43.88595200000001,-78.880912,,Gibb Westbound @ Stevenson (West side stop),1280,,2,,1,,
0,1281,43.885118,-78.884574,,Gibb Westbound @ Waverly,1281,,2,,1,,
0,1282,43.884493,-78.887244,,Gibb Westbound @ Vancouver,1282,,2,,1,,
0,1283,43.884355,-78.88744699999998,,Gibb Eastbound @ Vancouver,1283,,2,,1,,
0,1284,43.885076,-78.884308,,Gibb Eastbound @ Waverly,1284,,2,,1,,
0,1285,43.885932,-78.88051299999998,,Gibb Eastbound @ Stevenson (West side stop),1285,,2,,1,,
0,1286,43.88625932,-78.87870599999998,,Gibb Eastbound @ Stevenson (East side stop),1286,,2,,1,,
0,1287,43.886764,-78.876312,,Eastbound @ 431 Gibb,1287,,2,,1,,
0,1288,43.887267,-78.874165,,Gibb Eastbound @ Grenfell,1288,,2,,1,,
0,1289,43.88775900000001,-78.87204699999998,,Gibb Eastbound @ Montrave,1289,,2,,1,,
0,129,43.905578,-78.964539,,Cochrane Southbound @ Twin Streams,129,,2,,1,,
0,1297,43.889552,-78.855367,,Olive Eastbound @ Court,1297,,2,,1,,
0,1298,43.890302,-78.852093,,Olive Eastbound @ Drew,1298,,2,,1,,
0,1299,43.891187,-78.848202,,Olive Eastbound @ Oshawa Boulevard,1299,,2,,1,,
0,13,43.903334,-78.941556,,Garden Northbound @ Bassett (North stop),13,,2,,1,,
0,1300,43.89248,-78.842598,,Olive Eastbound @ Lasalle,1300,,2,,1,,
0,1301,43.892801,-78.841125,,Olive Eastbound @ Highland,1301,,2,,1,,
0,1302,43.893281,-78.839043,,Olive Eastbound @ Windsor,1302,,2,,1,,
0,1303,43.89384600000001,-78.836642,,Olive Eastbound @ Guelph,1303,,2,,1,,
0,1304,43.894358,-78.834306,,Olive Eastbound @ Poplar,1304,,2,,1,,
0,1305,43.89498,-78.831355,,Olive Eastbound @ Elmridge,1305,,1,,1,,
0,1306,43.895449,-78.829032,,Olive Eastbound @ Harcourt,1306,,1,,2,,
0,1307,43.89581297,-78.827236,,Olive Eastbound @ Florell,1307,,2,,1,,
0,1308,43.89644,-78.824685,,Olive Eastbound @ Dianne,1308,,2,,1,,
0,1309,43.896856,-78.821788,,Olive Eastbound @ Keewatin,1309,,2,,1,,
0,1339,43.891145,-78.798484,,Rosswell Northbound @ Bloor,1339,,2,,2,,
0,1353,43.928625,-78.873907,,Northbound @ 1185 Mary,1353,,2,,1,,
0,1354,43.931137,-78.87249799999998,,Nonquon Northbound @ Mary,1354,,2,,1,,
0,1355,43.93247800000001,-78.87221,,Mary Northbound @ Nonquon,1355,,2,,1,,
0,1356,43.93385593,-78.872776,,Mary Northbound @ Taunton,1356,,2,,1,,
0,1359,43.895694,-78.873767,,Park Southbound @ King,1359,,2,,2,,
0,1360,43.893793,-78.87290299999998,,Park Southbound @ Pine,1360,,2,,2,,
0,1361,43.891968,-78.872083,,Park Southbound @ Elmgrove,1361,,2,,2,,
0,1362,43.88699031,-78.869855,,Park Southbound @ Marland,1362,,2,,2,,
0,1363,43.8922679,-78.8719904,,Park Northbound @ John,1363,,2,,2,,
0,1364,43.8946786,-78.873147,,Park Northbound @ King,1364,,2,,2,,
0,1371,43.929548,-78.869207,,Beatrice Westbound @ Sycamore,1371,,2,,1,,
0,1372,43.926963,-78.872625,,Beatrice Westbound @ Mary,1372,,2,,1,,
0,138,43.881419,-78.966575,,McQuay Southbound @ Roan,138,,2,,1,,
0,139,43.879842,-78.96569599999998,,McQuay Southbound @ Kennett,139,,2,,1,,
0,1392,43.921392,-78.593264,,North Northbound @ Monroe,1392,,2,,2,,
0,1395,43.984184,-78.620589,,Main Southbound @ Millson Hill,1395,,2,,2,,
0,1396,43.977406,-78.617544,,Main Southbound @ Centreview,1396,,2,,1,,
0,14,43.904811,-78.942227,,Garden Northbound @ Dryden,14,,2,,1,,
0,140,43.878277,-78.963114,,McQuay Southbound @ Moonstone,140,,2,,1,,
0,1408,43.917763,-78.588888,,Mill Northbound @ King,1408,,2,,1,,
0,141,43.876649,-78.962215,,McQuay Southbound @ Allayden,141,,2,,1,,
0,1410,43.921133,-78.593093,,North Southbound @ Grady,1410,,2,,2,,
0,1411,43.916949,-78.591266,,King Westbound @ North,1411,,2,,1,,
0,1412,43.91693200000001,-78.590838,,King Eastbound @ Baldwin,1412,,2,,2,,
0,1413,43.915658,-78.59710699999998,,King Westbound @ Pedwell,1413,,1,,1,,
0,1414,43.915331,-78.597667,,King Eastbound @ Massey,1414,,2,,1,,
0,1415,43.914759,-78.60070899999998,,King Westbound @ Rudell,1415,,2,,1,,
0,1416,43.914433,-78.60155,,Highway 2 Eastbound @ Rudell Road,1416,,2,,2,,
0,1430,43.910554,-78.680784,,King Westbound @ Liberty,1430,,2,,2,,
0,1431,43.911481,-78.68621,,King Westbound @ George,1431,,2,,2,,
0,1432,43.91215300000001,-78.688526,,King Westbound @ Temperance,1432,,1,,2,,
0,1433,43.912962,-78.695055,,King Westbound @ Roenigk,1433,,2,,1,,
0,1436,43.909692,-78.71688,,Highway 2 Westbound @ Boswell,1436,,2,,1,,
0,1452,43.912771,-78.694976,,King Eastbound @ Roenigk,1452,,2,,1,,
0,1454,43.911662,-78.687321,,King Eastbound @ Division,1454,,2,,2,,
0,1455,43.911026,-78.684811,,King Eastbound @ Ontario,1455,,2,,2,,
0,1456,43.91041,-78.680907,,King Eastbound @ Liberty,1456,,2,,1,,
0,1476,43.924876,-78.697139,,Scugog Southbound @ Longworth,1476,,2,,1,,
0,1477,43.920873,-78.695321,,Scugog Southbound @ Jackman,1477,,2,,1,,
0,1478,43.916997,-78.69368299999998,,Scugog Southbound @ O'Dell,1478,,2,,2,,
0,1479,43.913909,-78.691688,,Church Eastbound @ Scugog Street,1479,,2,,1,,
0,1480,43.913138,-78.688545,,Church Eastbound @ Temperance,1480,,1,,2,,
0,1494,43.90430979,-78.67758996,,Liberty Southbound @ Park,1494,,2,,2,,
0,1498,43.911329,-78.675014,,Simpson Northbound @ King,1498,,1,,1,,
0,1499,43.908346,-78.678921,,Prince Eastbound @ Liberty (Lakeridge Health Bowmanville),1499,,2,,1,,
0,15,43.908512,-78.943865,,Garden Northbound @ Willowbrook,15,,2,,1,,
0,1504,43.908456,-78.70716,,Clarington Boulevard Southbound @ Prince William,1504,,1,,1,,
0,151,43.870396,-78.943946,,Burns Eastbound @ Henry,151,,2,,2,,
0,1519,43.825165,-79.145977,,Pine Grove Westbound @ Nordane,1519,,2,,1,,
0,152,43.871125,-78.940651,,Burns Eastbound @ Centre,152,,2,,2,,
0,1547,43.825601,-79.132569,,Strouds Lane Eastbound @ Autumn,1547,,2,,1,,
0,1548,43.826216,-79.130377,,Strouds Lane Eastbound @ Rosebank,1548,,2,,1,,
0,1574,43.827652,-79.126176,,Strouds Lane Northbound @ Fernam,1574,,2,,1,,
0,1575,43.828696,-79.124103,,Strouds Lane Eastbound @ Foxwood Trail,1575,,2,,1,,
0,1586,43.829426,-79.121337,,Strouds Lane Westbound @ Whites (West side stop),1586,,2,,1,,
0,1587,43.868228,-78.995249,,Kingston Westbound @ Audley,1587,,2,,2,,
0,1588,43.86702,-79.00077,,Kingston Westbound @ Alexanders Crossing,1588,,2,,1,,
0,1590,43.8643554,-79.0125542,,Kingston Westbound @ Wicks,1590,,2,,1,,
0,1591,43.8634084,-79.0168413,,Kingston Westbound @ Salem,1591,,1,,1,,
0,1593,43.862111,-79.022563,,Westbound @ 84 Kingston,1593,,2,,1,,
0,1594,43.8611712,-79.0267418,,Kingston Westbound @ Harwood,1594,,1,,1,,
0,1595,43.859995,-79.031718,,Westbound @ 132 Kingston,1595,,2,,1,,
0,1596,43.859254,-79.035043,,Kingston Westbound @ Chapman,1596,,2,,1,,
0,1597,43.85832,-79.03932,,Kingston Westbound @ Westney Heights Plaza,1597,,2,,1,,
0,1598,43.85744,-79.043041,,Kingston Westbound @ Westney,1598,,1,,1,,
0,1599,43.856298,-79.047905,,Kingston Westbound @ Mill,1599,,2,,2,,
0,16,43.91038600000001,-78.944674,,Garden Northbound @ Meadowglen,16,,2,,1,,
0,1600,43.85465700000001,-79.05529,,Kingston Westbound @ Church,1600,,1,,2,,
0,1601,43.853329,-79.060678,,Kingston Westbound @ Elizabeth,1601,,2,,1,,
0,1602,43.852381,-79.064752,,Kingston Westbound @ Notion,1602,,2,,1,,
0,1603,43.8501483,-79.0710031,,Kingston Westbound @ Bainbridge,1603,,2,,1,,
0,1604,43.84772,-79.07452499999998,,Kingston Westbound @ Brock Road,1604,,1,,1,,
0,1607,43.84172800000001,-79.083084,,Kingston Westbound @ Valley Farm,1607,,2,,1,,
0,1608,43.83815,-79.08748,,Kingston Westbound @ Glenanna,1608,,1,,1,,
0,1609,43.83548,-79.09104,,Kingston Westbound @ Liverpool,1609,,1,,1,,
0,1610,43.83097019,-79.09672757,,Kingston Westbound @ Walnut,1610,,2,,1,,
0,1611,43.82906,-79.098675,,Kingston Westbound @ Dixie,1611,,1,,1,,
0,1612,43.823716,-79.106421,,Kingston Westbound @ Fairport,1612,,1,,1,,
0,1613,43.821703,-79.111949,,Westbound @ 804 Kingston,1613,,2,,1,,
0,1615,43.817215,-79.118076,,Kingston Westbound @ Steeple Hill,1615,,1,,1,,
0,1616,43.81332,-79.123324,,Kingston Westbound @ Rosebank,1616,,2,,1,,
0,1617,43.809718,-79.129028,,Kingston Westbound @ Rougemount,1617,,2,,1,,
0,1645,43.82025,-79.105278,,West Shore Southbound @ Vistula,1645,,2,,1,,
0,166,43.86900700000001,-78.937411,,Brock Street Northbound @ Arthur,166,,2,,2,,
0,1662,43.8189771,-79.1047516,,West Shore Southbound @ Cecylia,1662,,2,,1,,
0,1663,43.817692,-79.104211,,West Shore Southbound @ Samford,1663,,2,,1,,
0,1664,43.815805,-79.10339399999998,,West Shore Southbound @ Breezy,1664,,2,,2,,
0,167,43.87108400000001,-78.93832,,Brock Street Northbound @ St Peter,167,,1,,2,,
0,1673,43.815597,-79.103191,,West Shore Northbound @ Breezy,1673,,2,,1,,
0,1674,43.817582,-79.104031,,West Shore Northbound @ Samford,1674,,2,,1,,
0,1675,43.818659,-79.10448599999998,,West Shore Northbound @ Cecylia,1675,,2,,1,,
0,168,43.872514,-78.938948,,Brock Street Northbound @ Burns,168,,2,,2,,
0,1685,43.813826,-79.103099,,Oklahoma Westbound @ West Shore,1685,,2,,1,,
0,1686,43.813337,-79.105305,,Westbound @ 838 Oklahoma,1686,,2,,1,,
0,1687,43.813024,-79.10671499999998,,Oklahoma Westbound @ Hillcrest,1687,,2,,1,,
0,1689,43.821218,-79.105446,,Bayly Eastbound @ West Shore,1689,,2,,1,,
0,169,43.873574,-78.93940499999998,,Brock Street Northbound @ Trent,169,,2,,2,,
0,1693,43.827085,-79.092836,,Bayly Eastbound @ St Martins,1693,,2,,1,,
0,1694,43.828787,-79.08666599999998,,Bayly Eastbound @ Liverpool,1694,,2,,1,,
0,1695,43.829995,-79.08099799999998,,Bayly Eastbound @ Krosno,1695,,2,,2,,
0,17,43.91380800000001,-78.946197,,Garden Northbound @ Cork,17,,2,,1,,
0,170,43.87664417732835,-78.9408107746133,,Brock Street Northbound @ Gilbert,170,,2,,2,,
0,1701,43.824092,-79.075833,,Alyssum Eastbound @ Lublin,1701,,2,,1,,
0,1703,43.819293,-79.072432,,Sandy Beach Southbound @ Parkham,1703,,2,,1,,
0,1706,43.8143165023665,-79.06519369171588,,Montgomery Park Eastbound @ OPG Pickering,1706,,2,,2,,
0,1707,43.815436,-79.06028999999998,,Montgomery Park Eastbound @ Brock Road,1707,,2,,2,,
0,1709,43.819181,-79.05741,,McKay Northbound @ Montgomery Park,1709,,2,,2,,
0,171,43.879703,-78.94210099999998,,Brock Street Northbound @ Dundas,171,,1,,2,,
0,1711,43.821982,-79.05191499999998,,Squires Beach Northbound @ McKay,1711,,2,,2,,
0,1712,43.824595,-79.053029,,Northbound @ 1111 Squires Beach,1712,,2,,2,,
0,1713,43.827022,-79.054705,,Clements Westbound @ Squires Beach,1713,,2,,2,,
0,1714,43.8266135,-79.05666669999998,,Westbound @ 1850 Clements,1714,,2,,2,,
0,1715,43.825697,-79.060627,,Westbound @ 1768 Clements,1715,,2,,2,,
0,1716,43.825146,-79.063235,,Clements Westbound @ Brock Road,1716,,1,,1,,
0,1719,43.82876000000001,-79.065535,,Brock Road Northbound @ Quigley,1719,,2,,2,,
0,172,43.882531,-78.943093,,Brock Street Northbound @ John,172,,2,,2,,
0,1720,43.830614,-79.066323,,Brock Road Northbound @ Orangebrook,1720,,2,,2,,
0,1724,43.848587,-79.07411399999998,,Brock Road Northbound @ Kingston,1724,,2,,1,,
0,1729,43.833073,-79.08913099999998,,Liverpool Northbound @ Pickering Parkway,1729,,2,,2,,
0,173,43.884079,-78.943797,,Brock Street Northbound @ Walnut,173,,2,,2,,
0,1730,43.835391,-79.090151,,Liverpool Northbound @ Kingston,1730,,1,,1,,
0,1731,43.837643,-79.09107,,Northbound @ 1851 Liverpool,1731,,1,,1,,
